SITECODE,SDATE,FIELDNAME,VALUE,Year,Month
T06,28-Apr-99,SO4S,0.02,1999,4
T06,28-Apr-99,SODIUM,4.05,1999,4
T06,07-May-99,ALUMINIUM,0.27,1999,5
T06,07-May-99,CALCIUM,4.7,1999,5
T06,07-May-99,CHLORIDE,13.44,1999,5
T06,07-May-99,CONDY,83.1,1999,5
T06,07-May-99,IRON,0.15,1999,5
T06,07-May-99,MAGNESIUM,2.32,1999,5
T06,07-May-99,NH4N,0.85,1999,5
T06,07-May-99,NO3N,0.78,1999,5
T06,07-May-99,PH,4.07,1999,5
T06,07-May-99,PO4P,0,1999,5
T06,07-May-99,POTASSIUM,3.9,1999,5
T06,07-May-99,SO4S,0,1999,5
T06,07-May-99,SODIUM,4.02,1999,5
T06,21-May-99,ALUMINIUM,0.37,1999,5
T06,21-May-99,CALCIUM,4.73,1999,5
T06,21-May-99,CHLORIDE,11.41,1999,5
T06,21-May-99,CONDY,79.9,1999,5
T06,21-May-99,IRON,0.19,1999,5
T06,21-May-99,MAGNESIUM,2.29,1999,5
T06,21-May-99,NH4N,0.49,1999,5
T06,21-May-99,NO3N,0.74,1999,5
T06,21-May-99,PH,4.05,1999,5
T06,21-May-99,PO4P,0.15,1999,5
T06,21-May-99,POTASSIUM,7.97,1999,5
T06,21-May-99,SO4S,0.13,1999,5
T06,21-May-99,SODIUM,7.7,1999,5
T06,07-Jun-99,ALUMINIUM,0.27,1999,6
T06,07-Jun-99,CALCIUM,4.56,1999,6
T06,07-Jun-99,CHLORIDE,12.38,1999,6
T06,07-Jun-99,CONDY,83,1999,6
T06,07-Jun-99,IRON,0.1,1999,6
T06,07-Jun-99,MAGNESIUM,2.25,1999,6
T06,07-Jun-99,NH4N,0.56,1999,6
T06,07-Jun-99,NO3N,0.71,1999,6
T06,07-Jun-99,PH,4.02,1999,6
T06,07-Jun-99,PO4P,0,1999,6
T06,07-Jun-99,POTASSIUM,3.71,1999,6
T06,07-Jun-99,SO4S,0.03,1999,6
T06,07-Jun-99,SODIUM,3.99,1999,6
T06,16-Jun-99,ALUMINIUM,0.38,1999,6
T06,16-Jun-99,CALCIUM,4.744,1999,6
T06,16-Jun-99,CHLORIDE,12.91,1999,6
T06,16-Jun-99,IRON,0.27,1999,6
T06,16-Jun-99,MAGNESIUM,2.306,1999,6
T06,16-Jun-99,NH4N,0.52,1999,6
T06,16-Jun-99,NO3N,0.78,1999,6
T06,16-Jun-99,PO4P,0.139,1999,6
T06,16-Jun-99,POTASSIUM,7.629,1999,6
T06,16-Jun-99,SO4S,1.759,1999,6
T06,16-Jun-99,SODIUM,7.834,1999,6
T06,24-Jun-99,ALUMINIUM,0.27,1999,6
T06,24-Jun-99,CALCIUM,4.7,1999,6
T06,24-Jun-99,CHLORIDE,11.67,1999,6
T06,24-Jun-99,CONDY,80.1,1999,6
T06,24-Jun-99,IRON,0.08,1999,6
T06,24-Jun-99,MAGNESIUM,2.31,1999,6
T06,24-Jun-99,NH4N,0.55,1999,6
T06,24-Jun-99,NO3N,0.73,1999,6
T06,24-Jun-99,PH,4.04,1999,6
T06,24-Jun-99,PO4P,0,1999,6
T06,24-Jun-99,POTASSIUM,3.91,1999,6
T06,24-Jun-99,SO4S,0,1999,6
T06,24-Jun-99,SODIUM,4.14,1999,6
T06,26-Jul-99,ALUMINIUM,0.26,1999,7
T06,26-Jul-99,CALCIUM,4.54,1999,7
T06,26-Jul-99,CHLORIDE,9.83,1999,7
T06,26-Jul-99,CONDY,85.5,1999,7
T06,26-Jul-99,IRON,0.03,1999,7
T06,26-Jul-99,MAGNESIUM,2.28,1999,7
T06,26-Jul-99,NH4N,0.52,1999,7
T06,26-Jul-99,NO3N,0.56,1999,7
T06,26-Jul-99,PH,4.02,1999,7
T06,26-Jul-99,PO4P,0.03,1999,7
T06,26-Jul-99,POTASSIUM,3.4,1999,7
T06,26-Jul-99,SO4S,0.05,1999,7
T06,26-Jul-99,SODIUM,3.8,1999,7
T06,12-Jan-00,ALUMINIUM,0.393,2000,1
T06,12-Jan-00,ALUMINIUM,0.4,2000,1
T06,12-Jan-00,CALCIUM,5.04,2000,1
T06,12-Jan-00,CALCIUM,5.113,2000,1
T06,12-Jan-00,CHLORIDE,11.05,2000,1
T06,12-Jan-00,CHLORIDE,11.42,2000,1
T06,12-Jan-00,CONDY,63.3,2000,1
T06,12-Jan-00,IRON,0.344,2000,1
T06,12-Jan-00,IRON,0.4,2000,1
T06,12-Jan-00,MAGNESIUM,2.3,2000,1
T06,12-Jan-00,MAGNESIUM,2.446,2000,1
T06,12-Jan-00,NH4N,0.56,2000,1
T06,12-Jan-00,NH4N,0.93,2000,1
T06,12-Jan-00,NO3N,0.58,2000,1
T06,12-Jan-00,NO3N,0.81,2000,1
T06,12-Jan-00,PH,5.14,2000,1
T06,12-Jan-00,PHAQCS,5.13,2000,1
T06,12-Jan-00,PHAQCS,5.14,2000,1
T06,12-Jan-00,PHAQCU,5.13,2000,1
T06,12-Jan-00,PHAQCU,5.14,2000,1
T06,12-Jan-00,PO4P,0.091,2000,1
T06,12-Jan-00,PO4P,0.11,2000,1
T06,12-Jan-00,POTASSIUM,3.797,2000,1
T06,12-Jan-00,POTASSIUM,4.21,2000,1
T06,12-Jan-00,SO4S,1.801,2000,1
T06,12-Jan-00,SO4S,1.88,2000,1
T06,12-Jan-00,SODIUM,4.181,2000,1
T06,12-Jan-00,SODIUM,4.38,2000,1
T06,19-Jan-00,ALUMINIUM,0.382,2000,1
T06,19-Jan-00,ALUMINIUM,0.4,2000,1
T06,19-Jan-00,CALCIUM,4.91,2000,1
T06,19-Jan-00,CALCIUM,4.94,2000,1
T06,19-Jan-00,CHLORIDE,11.19,2000,1
T06,19-Jan-00,CHLORIDE,11.38,2000,1
T06,19-Jan-00,CONDY,62.9,2000,1
T06,19-Jan-00,IRON,0.35,2000,1
T06,19-Jan-00,IRON,0.43,2000,1
T06,19-Jan-00,MAGNESIUM,2.26,2000,1
T06,19-Jan-00,MAGNESIUM,2.312,2000,1
T06,19-Jan-00,NH4N,0.6,2000,1
T06,19-Jan-00,NH4N,0.95,2000,1
T06,19-Jan-00,NO3N,0.74,2000,1
T06,19-Jan-00,NO3N,0.8,2000,1
T06,19-Jan-00,PH,5.2,2000,1
T06,19-Jan-00,PHAQCS,5.2,2000,1
T06,19-Jan-00,PHAQCU,5.2,2000,1
T06,19-Jan-00,PO4P,0.148,2000,1
T06,19-Jan-00,PO4P,0.2,2000,1
T06,19-Jan-00,POTASSIUM,3.92,2000,1
T06,19-Jan-00,POTASSIUM,4.042,2000,1
T06,19-Jan-00,SO4S,1.815,2000,1
T06,19-Jan-00,SO4S,1.88,2000,1
T06,19-Jan-00,SODIUM,4.03,2000,1
T06,19-Jan-00,SODIUM,4.24,2000,1
T06,26-Jan-00,ALUMINIUM,0.388,2000,1
T06,26-Jan-00,ALUMINIUM,0.4,2000,1
T06,26-Jan-00,CALCIUM,4.86,2000,1
T06,26-Jan-00,CALCIUM,4.875,2000,1
T06,26-Jan-00,CHLORIDE,10.6,2000,1
T06,26-Jan-00,CHLORIDE,11.53,2000,1
T06,26-Jan-00,CONDY,67.7,2000,1
T06,26-Jan-00,IRON,0.36,2000,1
T06,26-Jan-00,IRON,0.389,2000,1
T06,26-Jan-00,MAGNESIUM,2.31,2000,1
T06,26-Jan-00,MAGNESIUM,2.343,2000,1
T06,26-Jan-00,NH4N,0.48,2000,1
T06,26-Jan-00,NH4N,0.97,2000,1
T06,26-Jan-00,NO3N,0.78,2000,1
T06,26-Jan-00,NO3N,0.81,2000,1
T06,26-Jan-00,PH,5.07,2000,1
T06,26-Jan-00,PHAQCS,5.07,2000,1
T06,26-Jan-00,PHAQCU,5.07,2000,1
T06,26-Jan-00,PO4P,0.133,2000,1
T06,26-Jan-00,PO4P,0.15,2000,1
T06,26-Jan-00,POTASSIUM,3.463,2000,1
T06,26-Jan-00,POTASSIUM,3.83,2000,1
T06,26-Jan-00,SO4S,1.821,2000,1
T06,26-Jan-00,SO4S,1.9,2000,1
T06,26-Jan-00,SODIUM,3.95,2000,1
T06,26-Jan-00,SODIUM,4,2000,1
T06,02-Feb-00,ALUMINIUM,0.37,2000,2
T06,02-Feb-00,ALUMINIUM,0.39,2000,2
T06,02-Feb-00,CALCIUM,4.89,2000,2
T06,02-Feb-00,CALCIUM,5.33,2000,2
T06,02-Feb-00,CHLORIDE,10.11,2000,2
T06,02-Feb-00,CHLORIDE,12.46,2000,2
T06,02-Feb-00,CONDY,62,2000,2
T06,02-Feb-00,IRON,0.417,2000,2
T06,02-Feb-00,IRON,0.43,2000,2
T06,02-Feb-00,MAGNESIUM,2.29,2000,2
T06,02-Feb-00,MAGNESIUM,2.34,2000,2
T06,02-Feb-00,NH4N,0.81,2000,2
T06,02-Feb-00,NH4N,1.19,2000,2
T06,02-Feb-00,NO3N,0.75,2000,2
T06,02-Feb-00,NO3N,0.81,2000,2
T06,02-Feb-00,PH,5.01,2000,2
T06,02-Feb-00,PHAQCS,5,2000,2
T06,02-Feb-00,PHAQCS,5.01,2000,2
T06,02-Feb-00,PHAQCU,5,2000,2
T06,02-Feb-00,PHAQCU,5.01,2000,2
T06,02-Feb-00,PO4P,0.141,2000,2
T06,02-Feb-00,PO4P,0.16,2000,2
T06,02-Feb-00,POTASSIUM,3.573,2000,2
T06,02-Feb-00,POTASSIUM,4.01,2000,2
T06,02-Feb-00,SO4S,1.849,2000,2
T06,02-Feb-00,SO4S,1.9,2000,2
T06,02-Feb-00,SODIUM,3.89,2000,2
T06,02-Feb-00,SODIUM,4.175,2000,2
T06,09-Feb-00,ALUMINIUM,0.383,2000,2
T06,09-Feb-00,ALUMINIUM,0.39,2000,2
T06,09-Feb-00,CALCIUM,4.86,2000,2
T06,09-Feb-00,CALCIUM,4.97,2000,2
T06,09-Feb-00,CHLORIDE,11.68,2000,2
T06,09-Feb-00,CHLORIDE,12.47,2000,2
T06,09-Feb-00,CONDY,64.6,2000,2
T06,09-Feb-00,IRON,0.335,2000,2
T06,09-Feb-00,IRON,0.44,2000,2
T06,09-Feb-00,MAGNESIUM,2.3,2000,2
T06,09-Feb-00,MAGNESIUM,2.337,2000,2
T06,09-Feb-00,NH4N,0.56,2000,2
T06,09-Feb-00,NH4N,0.88,2000,2
T06,09-Feb-00,NO3N,0.78,2000,2
T06,09-Feb-00,NO3N,0.81,2000,2
T06,09-Feb-00,PH,4.78,2000,2
T06,09-Feb-00,PHAQCS,4.78,2000,2
T06,09-Feb-00,PHAQCU,4.78,2000,2
T06,09-Feb-00,PO4P,0.042,2000,2
T06,09-Feb-00,PO4P,0.14,2000,2
T06,09-Feb-00,POTASSIUM,3.476,2000,2
T06,09-Feb-00,POTASSIUM,3.87,2000,2
T06,09-Feb-00,SO4S,1.829,2000,2
T06,09-Feb-00,SO4S,1.9,2000,2
T06,09-Feb-00,SODIUM,3.733,2000,2
T06,09-Feb-00,SODIUM,4.66,2000,2
T06,16-Feb-00,ALUMINIUM,0.352,2000,2
T06,16-Feb-00,ALUMINIUM,0.41,2000,2
T06,16-Feb-00,CALCIUM,4.22,2000,2
T06,16-Feb-00,CALCIUM,4.98,2000,2
T06,16-Feb-00,CHLORIDE,10.96,2000,2
T06,16-Feb-00,CHLORIDE,12.23,2000,2
T06,16-Feb-00,CONDY,63.6,2000,2
T06,16-Feb-00,IRON,0.45,2000,2
T06,16-Feb-00,IRON,0.776,2000,2
T06,16-Feb-00,MAGNESIUM,2.087,2000,2
T06,16-Feb-00,MAGNESIUM,2.26,2000,2
T06,16-Feb-00,NH4N,0.5,2000,2
T06,16-Feb-00,NH4N,0.82,2000,2
T06,16-Feb-00,NO3N,0.78,2000,2
T06,16-Feb-00,NO3N,0.81,2000,2
T06,16-Feb-00,PH,4.86,2000,2
T06,16-Feb-00,PHAQCS,4.85,2000,2
T06,16-Feb-00,PHAQCS,4.86,2000,2
T06,16-Feb-00,PHAQCU,4.85,2000,2
T06,16-Feb-00,PHAQCU,4.86,2000,2
T06,16-Feb-00,PO4P,0.112,2000,2
T06,16-Feb-00,PO4P,0.13,2000,2
T06,16-Feb-00,POTASSIUM,3.046,2000,2
T06,16-Feb-00,POTASSIUM,3.88,2000,2
T06,16-Feb-00,SO4S,1.793,2000,2
T06,16-Feb-00,SO4S,1.9,2000,2
T06,16-Feb-00,SODIUM,3.61,2000,2
T06,16-Feb-00,SODIUM,4.38,2000,2
T06,23-Feb-00,ALUMINIUM,0.376,2000,2
T06,23-Feb-00,ALUMINIUM,0.38,2000,2
T06,23-Feb-00,CALCIUM,4.71,2000,2
T06,23-Feb-00,CALCIUM,4.82,2000,2
T06,23-Feb-00,CHLORIDE,8.65,2000,2
T06,23-Feb-00,CHLORIDE,12.03,2000,2
T06,23-Feb-00,CONDY,64.6,2000,2
T06,23-Feb-00,IRON,0.326,2000,2
T06,23-Feb-00,IRON,0.36,2000,2
T06,23-Feb-00,MAGNESIUM,2.356,2000,2
T06,23-Feb-00,MAGNESIUM,2.36,2000,2
T06,23-Feb-00,NH4N,0.69,2000,2
T06,23-Feb-00,NO3N,0.95,2000,2
T06,23-Feb-00,NO3N,0.96,2000,2
T06,23-Feb-00,PH,5,2000,2
T06,23-Feb-00,PHAQCS,4.99,2000,2
T06,23-Feb-00,PHAQCS,5,2000,2
T06,23-Feb-00,PHAQCU,4.99,2000,2
T06,23-Feb-00,PHAQCU,5,2000,2
T06,23-Feb-00,PO4P,0.073,2000,2
T06,23-Feb-00,PO4P,0.1,2000,2
T06,23-Feb-00,POTASSIUM,2.77,2000,2
T06,23-Feb-00,SO4S,1.909,2000,2
T06,23-Feb-00,SO4S,1.98,2000,2
T06,23-Feb-00,SODIUM,4.425,2000,2
T06,23-Feb-00,SODIUM,4.56,2000,2
T06,01-Mar-00,ALUMINIUM,0.386,2000,3
T06,01-Mar-00,ALUMINIUM,0.39,2000,3
T06,01-Mar-00,CALCIUM,4.85,2000,3
T06,01-Mar-00,CALCIUM,4.88,2000,3
T06,01-Mar-00,CHLORIDE,11.58,2000,3
T06,01-Mar-00,CHLORIDE,12.4,2000,3
T06,01-Mar-00,CONDY,77.4,2000,3
T06,01-Mar-00,IRON,0.353,2000,3
T06,01-Mar-00,IRON,0.37,2000,3
T06,01-Mar-00,MAGNESIUM,2.396,2000,3
T06,01-Mar-00,MAGNESIUM,2.4,2000,3
T06,01-Mar-00,NH4N,0.6,2000,3
T06,01-Mar-00,NO3N,0.82,2000,3
T06,01-Mar-00,NO3N,0.84,2000,3
T06,01-Mar-00,PH,4.97,2000,3
T06,01-Mar-00,PHAQCS,4.96,2000,3
T06,01-Mar-00,PHAQCS,4.97,2000,3
T06,01-Mar-00,PHAQCU,4.96,2000,3
T06,01-Mar-00,PHAQCU,4.97,2000,3
T06,01-Mar-00,PO4P,0.066,2000,3
T06,01-Mar-00,PO4P,0.1,2000,3
T06,01-Mar-00,POTASSIUM,2.77,2000,3
T06,01-Mar-00,SO4S,1.993,2000,3
T06,01-Mar-00,SO4S,2.02,2000,3
T06,01-Mar-00,SODIUM,4.253,2000,3
T06,01-Mar-00,SODIUM,4.32,2000,3
T06,08-Mar-00,ALUMINIUM,0.396,2000,3
T06,08-Mar-00,ALUMINIUM,0.4,2000,3
T06,08-Mar-00,CALCIUM,5.01,2000,3
T06,08-Mar-00,CALCIUM,5.05,2000,3
T06,08-Mar-00,CHLORIDE,11.11,2000,3
T06,08-Mar-00,CHLORIDE,11.88,2000,3
T06,08-Mar-00,CONDY,70.9,2000,3
T06,08-Mar-00,IRON,0.356,2000,3
T06,08-Mar-00,IRON,0.37,2000,3
T06,08-Mar-00,MAGNESIUM,2.389,2000,3
T06,08-Mar-00,MAGNESIUM,2.39,2000,3
T06,08-Mar-00,NH4N,0.59,2000,3
T06,08-Mar-00,NO3N,0.79,2000,3
T06,08-Mar-00,PH,5,2000,3
T06,08-Mar-00,PHAQCS,4.99,2000,3
T06,08-Mar-00,PHAQCS,5,2000,3
T06,08-Mar-00,PHAQCU,4.99,2000,3
T06,08-Mar-00,PHAQCU,5,2000,3
T06,08-Mar-00,PO4P,0.03,2000,3
T06,08-Mar-00,PO4P,0.09,2000,3
T06,08-Mar-00,POTASSIUM,2.71,2000,3
T06,08-Mar-00,SO4S,1.929,2000,3
T06,08-Mar-00,SO4S,1.99,2000,3
T06,08-Mar-00,SODIUM,4.058,2000,3
T06,08-Mar-00,SODIUM,4.12,2000,3
T06,16-Mar-00,ALUMINIUM,0.382,2000,3
T06,16-Mar-00,ALUMINIUM,0.39,2000,3
T06,16-Mar-00,CALCIUM,4.87,2000,3
T06,16-Mar-00,CALCIUM,4.97,2000,3
T06,16-Mar-00,CHLORIDE,11.69,2000,3
T06,16-Mar-00,CHLORIDE,12.43,2000,3
T06,16-Mar-00,CONDY,63.8,2000,3
T06,16-Mar-00,IRON,0.351,2000,3
T06,16-Mar-00,IRON,0.36,2000,3
T06,16-Mar-00,MAGNESIUM,2.37,2000,3
T06,16-Mar-00,MAGNESIUM,2.372,2000,3
T06,16-Mar-00,NH4N,0.6,2000,3
T06,16-Mar-00,NH4N,0.62,2000,3
T06,16-Mar-00,NO3N,0.78,2000,3
T06,16-Mar-00,PH,4.94,2000,3
T06,16-Mar-00,PHAQCS,4.93,2000,3
T06,16-Mar-00,PHAQCS,4.95,2000,3
T06,16-Mar-00,PHAQCU,4.93,2000,3
T06,16-Mar-00,PHAQCU,4.95,2000,3
T06,16-Mar-00,PO4P,0.078,2000,3
T06,16-Mar-00,PO4P,0.1,2000,3
T06,16-Mar-00,POTASSIUM,2.66,2000,3
T06,16-Mar-00,SO4S,1.866,2000,3
T06,16-Mar-00,SO4S,1.98,2000,3
T06,16-Mar-00,SODIUM,3.863,2000,3
T06,16-Mar-00,SODIUM,4.39,2000,3
T06,22-Mar-00,ALUMINIUM,0.39,2000,3
T06,22-Mar-00,CALCIUM,4.83,2000,3
T06,22-Mar-00,CALCIUM,4.93,2000,3
T06,22-Mar-00,CHLORIDE,9.32,2000,3
T06,22-Mar-00,CONDY,66.5,2000,3
T06,22-Mar-00,IRON,0.332,2000,3
T06,22-Mar-00,IRON,0.34,2000,3
T06,22-Mar-00,MAGNESIUM,2.337,2000,3
T06,22-Mar-00,MAGNESIUM,2.34,2000,3
T06,22-Mar-00,NH4N,0.29,2000,3
T06,22-Mar-00,NO3N,0.68,2000,3
T06,22-Mar-00,PH,4.79,2000,3
T06,22-Mar-00,PHAQCS,4.78,2000,3
T06,22-Mar-00,PHAQCS,4.79,2000,3
T06,22-Mar-00,PHAQCU,4.78,2000,3
T06,22-Mar-00,PHAQCU,4.79,2000,3
T06,22-Mar-00,PO4P,0.092,2000,3
T06,22-Mar-00,PO4P,0.11,2000,3
T06,22-Mar-00,POTASSIUM,4.455,2000,3
T06,22-Mar-00,POTASSIUM,4.71,2000,3
T06,22-Mar-00,SO4S,2.03,2000,3
T06,22-Mar-00,SO4S,2.034,2000,3
T06,22-Mar-00,SODIUM,4.95,2000,3
T06,22-Mar-00,SODIUM,4.98,2000,3
T06,29-Mar-00,ALUMINIUM,0.385,2000,3
T06,29-Mar-00,ALUMINIUM,0.39,2000,3
T06,29-Mar-00,CALCIUM,4.66,2000,3
T06,29-Mar-00,CALCIUM,4.73,2000,3
T06,29-Mar-00,CHLORIDE,9.54,2000,3
T06,29-Mar-00,CONDY,65.2,2000,3
T06,29-Mar-00,IRON,0.357,2000,3
T06,29-Mar-00,IRON,0.37,2000,3
T06,29-Mar-00,MAGNESIUM,2.306,2000,3
T06,29-Mar-00,MAGNESIUM,2.31,2000,3
T06,29-Mar-00,NH4N,0.37,2000,3
T06,29-Mar-00,NH4N,0.39,2000,3
T06,29-Mar-00,NO3N,0.69,2000,3
T06,29-Mar-00,PH,4.86,2000,3
T06,29-Mar-00,PHAQCS,4.86,2000,3
T06,29-Mar-00,PHAQCU,4.86,2000,3
T06,29-Mar-00,PO4P,0.061,2000,3
T06,29-Mar-00,PO4P,0.09,2000,3
T06,29-Mar-00,POTASSIUM,4.277,2000,3
T06,29-Mar-00,POTASSIUM,4.52,2000,3
T06,29-Mar-00,SO4S,1.98,2000,3
T06,29-Mar-00,SO4S,1.981,2000,3
T06,29-Mar-00,SODIUM,4.079,2000,3
T06,29-Mar-00,SODIUM,4.31,2000,3
T06,05-Apr-00,ALUMINIUM,0.385,2000,4
T06,05-Apr-00,ALUMINIUM,0.39,2000,4
T06,05-Apr-00,CALCIUM,4.7,2000,4
T06,05-Apr-00,CALCIUM,4.8,2000,4
T06,05-Apr-00,CHLORIDE,9.42,2000,4
T06,05-Apr-00,CHLORIDE,9.52,2000,4
T06,05-Apr-00,CONDY,69,2000,4
T06,05-Apr-00,IRON,0.625,2000,4
T06,05-Apr-00,IRON,0.66,2000,4
T06,05-Apr-00,MAGNESIUM,2.29,2000,4
T06,05-Apr-00,MAGNESIUM,2.293,2000,4
T06,05-Apr-00,NH4N,0.32,2000,4
T06,05-Apr-00,NO3N,0.68,2000,4
T06,05-Apr-00,PH,4.84,2000,4
T06,05-Apr-00,PHAQCS,4.83,2000,4
T06,05-Apr-00,PHAQCS,4.84,2000,4
T06,05-Apr-00,PHAQCU,4.83,2000,4
T06,05-Apr-00,PHAQCU,4.84,2000,4
T06,05-Apr-00,PO4P,0.096,2000,4
T06,05-Apr-00,PO4P,0.12,2000,4
T06,05-Apr-00,POTASSIUM,4.179,2000,4
T06,05-Apr-00,POTASSIUM,4.38,2000,4
T06,05-Apr-00,SO4S,2.07,2000,4
T06,05-Apr-00,SO4S,2.071,2000,4
T06,05-Apr-00,SODIUM,3.699,2000,4
T06,05-Apr-00,SODIUM,4.54,2000,4
T06,12-Apr-00,ALUMINIUM,0.39,2000,4
T06,12-Apr-00,ALUMINIUM,0.391,2000,4
T06,12-Apr-00,CALCIUM,4.74,2000,4
T06,12-Apr-00,CALCIUM,4.87,2000,4
T06,12-Apr-00,CHLORIDE,9.3,2000,4
T06,12-Apr-00,CONDY,63.5,2000,4
T06,12-Apr-00,IRON,0.341,2000,4
T06,12-Apr-00,IRON,0.36,2000,4
T06,12-Apr-00,MAGNESIUM,2.336,2000,4
T06,12-Apr-00,MAGNESIUM,2.34,2000,4
T06,12-Apr-00,NH4N,0.29,2000,4
T06,12-Apr-00,NH4N,0.31,2000,4
T06,12-Apr-00,NO3N,0.68,2000,4
T06,12-Apr-00,PH,4.82,2000,4
T06,12-Apr-00,PHAQCS,4.8,2000,4
T06,12-Apr-00,PHAQCS,4.83,2000,4
T06,12-Apr-00,PHAQCU,4.8,2000,4
T06,12-Apr-00,PHAQCU,4.83,2000,4
T06,12-Apr-00,PO4P,0.125,2000,4
T06,12-Apr-00,PO4P,0.15,2000,4
T06,12-Apr-00,POTASSIUM,4.196,2000,4
T06,12-Apr-00,POTASSIUM,4.44,2000,4
T06,12-Apr-00,SO4S,2.02,2000,4
T06,12-Apr-00,SO4S,2.024,2000,4
T06,12-Apr-00,SODIUM,3.775,2000,4
T06,12-Apr-00,SODIUM,4.94,2000,4
T06,20-Apr-00,ALUMINIUM,0.39,2000,4
T06,20-Apr-00,ALUMINIUM,0.391,2000,4
T06,20-Apr-00,CALCIUM,4.7,2000,4
T06,20-Apr-00,CALCIUM,4.92,2000,4
T06,20-Apr-00,CHLORIDE,9.69,2000,4
T06,20-Apr-00,CONDY,63.7,2000,4
T06,20-Apr-00,IRON,0.362,2000,4
T06,20-Apr-00,IRON,0.38,2000,4
T06,20-Apr-00,MAGNESIUM,2.35,2000,4
T06,20-Apr-00,MAGNESIUM,2.353,2000,4
T06,20-Apr-00,NH4N,0.44,2000,4
T06,20-Apr-00,NH4N,0.47,2000,4
T06,20-Apr-00,NO3N,0.74,2000,4
T06,20-Apr-00,NO3N,0.77,2000,4
T06,20-Apr-00,PH,4.85,2000,4
T06,20-Apr-00,PHAQCS,4.83,2000,4
T06,20-Apr-00,PHAQCS,4.88,2000,4
T06,20-Apr-00,PHAQCU,4.83,2000,4
T06,20-Apr-00,PHAQCU,4.88,2000,4
T06,20-Apr-00,PO4P,0.113,2000,4
T06,20-Apr-00,PO4P,0.13,2000,4
T06,20-Apr-00,POTASSIUM,3.8,2000,4
T06,20-Apr-00,POTASSIUM,4,2000,4
T06,20-Apr-00,SO4S,1.958,2000,4
T06,20-Apr-00,SO4S,1.96,2000,4
T06,20-Apr-00,SODIUM,3.359,2000,4
T06,20-Apr-00,SODIUM,4.22,2000,4
T06,02-May-00,ALUMINIUM,0.384,2000,5
T06,02-May-00,ALUMINIUM,0.39,2000,5
T06,02-May-00,CALCIUM,4.71,2000,5
T06,02-May-00,CALCIUM,4.85,2000,5
T06,02-May-00,CHLORIDE,10.04,2000,5
T06,02-May-00,CONDY,64.4,2000,5
T06,02-May-00,IRON,0.341,2000,5
T06,02-May-00,IRON,0.37,2000,5
T06,02-May-00,MAGNESIUM,2.32,2000,5
T06,02-May-00,MAGNESIUM,2.322,2000,5
T06,02-May-00,NH4N,0.45,2000,5
T06,02-May-00,NH4N,0.46,2000,5
T06,02-May-00,NO3N,0.76,2000,5
T06,02-May-00,NO3N,0.77,2000,5
T06,02-May-00,PH,4.84,2000,5
T06,02-May-00,PHAQCS,4.83,2000,5
T06,02-May-00,PHAQCS,4.88,2000,5
T06,02-May-00,PHAQCU,4.83,2000,5
T06,02-May-00,PHAQCU,4.88,2000,5
T06,02-May-00,PO4P,0.038,2000,5
T06,02-May-00,PO4P,0.12,2000,5
T06,02-May-00,POTASSIUM,3.877,2000,5
T06,02-May-00,POTASSIUM,4,2000,5
T06,02-May-00,SO4S,1.98,2000,5
T06,02-May-00,SO4S,1.984,2000,5
T06,02-May-00,SODIUM,3.276,2000,5
T06,02-May-00,SODIUM,4.39,2000,5
T06,03-May-00,ALUMINIUM,0.384,2000,5
T06,03-May-00,ALUMINIUM,0.39,2000,5
T06,03-May-00,CALCIUM,4.86,2000,5
T06,03-May-00,CALCIUM,4.96,2000,5
T06,03-May-00,CHLORIDE,9.68,2000,5
T06,03-May-00,CONDY,63.3,2000,5
T06,03-May-00,IRON,0.313,2000,5
T06,03-May-00,IRON,0.36,2000,5
T06,03-May-00,MAGNESIUM,2.37,2000,5
T06,03-May-00,MAGNESIUM,2.373,2000,5
T06,03-May-00,NH4N,0.47,2000,5
T06,03-May-00,NO3N,0.75,2000,5
T06,03-May-00,NO3N,0.77,2000,5
T06,03-May-00,PH,4.89,2000,5
T06,03-May-00,PHAQCS,4.88,2000,5
T06,03-May-00,PHAQCS,4.89,2000,5
T06,03-May-00,PHAQCU,4.88,2000,5
T06,03-May-00,PHAQCU,4.89,2000,5
T06,03-May-00,PO4P,0.076,2000,5
T06,03-May-00,PO4P,0.12,2000,5
T06,03-May-00,POTASSIUM,3.923,2000,5
T06,03-May-00,POTASSIUM,4.1,2000,5
T06,03-May-00,SO4S,1.95,2000,5
T06,03-May-00,SODIUM,3.914,2000,5
T06,03-May-00,SODIUM,4.66,2000,5
T06,10-May-00,ALUMINIUM,0.38,2000,5
T06,10-May-00,ALUMINIUM,0.384,2000,5
T06,10-May-00,CALCIUM,4.66,2000,5
T06,10-May-00,CALCIUM,4.81,2000,5
T06,10-May-00,CHLORIDE,12.07,2000,5
T06,10-May-00,CONDY,65.4,2000,5
T06,10-May-00,IRON,0.35,2000,5
T06,10-May-00,IRON,0.37,2000,5
T06,10-May-00,MAGNESIUM,2.364,2000,5
T06,10-May-00,MAGNESIUM,2.37,2000,5
T06,10-May-00,NH4N,0.16,2000,5
T06,10-May-00,NO3N,0.65,2000,5
T06,10-May-00,NO3N,0.75,2000,5
T06,10-May-00,PH,4.78,2000,5
T06,10-May-00,PHAQCS,4.78,2000,5
T06,10-May-00,PHAQCU,4.78,2000,5
T06,10-May-00,PO4P,0.13,2000,5
